task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
120	e6/16ba80	29115	NFCORE_FUNCSCAN:FUNCSCAN:AMP:GUNZIP_MACREL_ORFS (CONTROL_REP1.macrel.all_orfs.faa.gz)	COMPLETED	0	2025-12-19 12:19:25.484	1.3s	60ms	80.0%	3.4 MB	4.6 MB	966.6 KB	1.8 MB
119	46/ad5908	29150	NFCORE_FUNCSCAN:FUNCSCAN:AMP:GUNZIP_MACREL_PRED (CONTROL_REP1.macrel.prediction.gz)	COMPLETED	0	2025-12-19 12:19:25.565	1.4s	28ms	66.7%	3.5 MB	4.6 MB	105.2 KB	52.8 KB
122	bf/985f9d	29212	NFCORE_FUNCSCAN:FUNCSCAN:AMP:GUNZIP_MACREL_ORFS (CONTROL_REP3.macrel.all_orfs.faa.gz)	COMPLETED	0	2025-12-19 12:19:26.197	1.2s	37ms	88.9%	3.4 MB	4.6 MB	968.2 KB	1.8 MB
123	4e/920e97	29255	NFCORE_FUNCSCAN:FUNCSCAN:AMP:GUNZIP_MACREL_PRED (CONTROL_REP3.macrel.prediction.gz)	COMPLETED	0	2025-12-19 12:19:26.760	1s	24ms	42.1%	3.5 MB	4.6 MB	105.3 KB	54.1 KB
121	13/8b37eb	29152	NFCORE_FUNCSCAN:FUNCSCAN:ARG:HAMRONIZATION_RGI (CONTROL_REP3)	COMPLETED	0	2025-12-19 12:19:25.585	3.9s	2s	84.3%	88.8 MB	701.1 MB	40.3 MB	19.9 KB
124	5e/b0c830	29299	NFCORE_FUNCSCAN:FUNCSCAN:ARG:HAMRONIZATION_ABRICATE (CONTROL_REP3)	COMPLETED	0	2025-12-19 12:19:27.037	3.5s	3s	83.9%	85.6 MB	694.8 MB	40.2 MB	1.3 KB
125	87/85e96d	29563	NFCORE_FUNCSCAN:FUNCSCAN:BGC:COMBGC (CONTROL_REP1)	COMPLETED	0	2025-12-19 12:19:30.598	2.4s	1s	109.2%	84.6 MB	559.6 MB	31.1 MB	1.9 KB
131	85/4da47c	29371	NFCORE_FUNCSCAN:FUNCSCAN:ARG:ARGNORM_ABRICATE (CONTROL_REP2)	COMPLETED	0	2025-12-19 12:19:27.392	6.4s	6s	84.0%	103.1 MB	1.3 GB	28.5 MB	1.5 KB
132	37/0e3dba	29412	NFCORE_FUNCSCAN:FUNCSCAN:ARG:ARGNORM_ABRICATE (CONTROL_REP1)	COMPLETED	0	2025-12-19 12:19:27.864	6s	5s	86.9%	139 MB	1.3 GB	28.5 MB	1.6 KB
127	dc/51f944	29656	NFCORE_FUNCSCAN:FUNCSCAN:BGC:COMBGC (CONTROL_REP2)	COMPLETED	0	2025-12-19 12:19:33.033	2.9s	2s	100.0%	59 MB	524.6 MB	31.2 MB	3 KB
136	b3/6cb6df	29720	NFCORE_FUNCSCAN:FUNCSCAN:ARG:ARGNORM_ABRICATE (CONTROL_REP3)	COMPLETED	0	2025-12-19 12:19:33.827	4.8s	4s	93.9%	133.1 MB	1.3 GB	28.5 MB	1.6 KB
126	79/2fa3db	29853	NFCORE_FUNCSCAN:FUNCSCAN:BGC:COMBGC (CONTROL_REP3)	COMPLETED	0	2025-12-19 12:19:36.000	2.9s	2s	101.8%	49.8 MB	512.8 MB	31.1 MB	2 KB
137	dc/fd1072	29746	NFCORE_FUNCSCAN:FUNCSCAN:ARG:HAMRONIZATION_SUMMARIZE	COMPLETED	0	2025-12-19 12:19:33.910	6.3s	5s	90.5%	87.9 MB	700.5 MB	40.5 MB	118.2 KB
130	f1/220751	29968	NFCORE_FUNCSCAN:FUNCSCAN:BGC:COMBGC (CONTROL_REP1)	COMPLETED	0	2025-12-19 12:19:38.892	2.1s	1s	119.9%	65 MB	533.4 MB	39.9 MB	1.8 KB
128	3d/e75b47	30040	NFCORE_FUNCSCAN:FUNCSCAN:BGC:COMBGC (CONTROL_REP3)	COMPLETED	0	2025-12-19 12:19:40.187	1.9s	1s	127.0%	76.4 MB	549.8 MB	39.9 MB	2.1 KB
129	39/699aed	30115	NFCORE_FUNCSCAN:FUNCSCAN:BGC:COMBGC (CONTROL_REP2)	COMPLETED	0	2025-12-19 12:19:41.039	1.8s	1s	137.7%	82.6 MB	556.6 MB	41.8 MB	3.8 KB
133	c8/24fd3e	30191	NFCORE_FUNCSCAN:FUNCSCAN:AMP:AMPCOMBI2_PARSETABLES (CONTROL_REP1)	COMPLETED	0	2025-12-19 12:19:42.887	13.7s	13s	108.7%	490.4 MB	1.3 GB	61.5 MB	213.8 MB
135	8f/9f760c	30322	NFCORE_FUNCSCAN:FUNCSCAN:AMP:AMPCOMBI2_PARSETABLES (CONTROL_REP3)	COMPLETED	0	2025-12-19 12:19:56.582	14.9s	14s	109.4%	480.4 MB	1.3 GB	60.8 MB	212.4 MB
134	df/8172ce	30496	NFCORE_FUNCSCAN:FUNCSCAN:AMP:AMPCOMBI2_PARSETABLES (CONTROL_REP2)	COMPLETED	0	2025-12-19 12:20:11.504	17.3s	16s	106.3%	126 MB	719.1 MB	64.2 MB	333.6 MB
138	67/f0b96c	30681	NFCORE_FUNCSCAN:FUNCSCAN:AMP:AMPCOMBI2_COMPLETE (ampcombi2)	COMPLETED	0	2025-12-19 12:20:28.902	3s	2s	122.4%	90 MB	694.7 MB	44.7 MB	16.7 KB
139	68/ef8684	30776	NFCORE_FUNCSCAN:FUNCSCAN:AMP:AMPCOMBI2_CLUSTER (ampcombi2)	COMPLETED	0	2025-12-19 12:20:32.011	11.2s	10s	160.4%	928.6 MB	1.7 GB	45.2 MB	113.3 KB
140	33/703d3d	30885	NFCORE_FUNCSCAN:FUNCSCAN:MULTIQC	COMPLETED	0	2025-12-19 12:20:43.330	1m 31s	6.4s	95.9%	166.6 MB	1.4 GB	75.3 MB	18.3 MB
